scope,observed_tier,patch,role,spell_id,spell_name,games,wins,losses,win_rate,pick_rate,pick_rate_denominator,min_games_applied
overall,MIXED,16.5,TOP,6,ゴースト,23,9,14,0.391304347826087,0.1419753086419753,162,15
overall,MIXED,16.5,ALL,3,イグゾースト,22,14,8,0.6363636363636364,0.027160493827160494,810,15
overall,MIXED,15.10,TOP,6,ゴースト,22,13,9,0.5909090909090909,0.15942028985507245,138,15
overall,MIXED,15.22,TOP,6,ゴースト,22,13,9,0.5909090909090909,0.16666666666666666,132,15
overall,MIXED,15.17,ALL,6,ゴースト,22,12,10,0.5454545454545454,0.027160493827160494,810,15
overall,MIXED,15.19,ALL,3,イグゾースト,22,11,11,0.5,0.019130434782608695,1150,15
overall,MIXED,15.20,ALL,1,クレンズ,22,10,12,0.45454545454545453,0.03333333333333333,660,15
overall,MIXED,15.20,BOTTOM,1,クレンズ,22,10,12,0.45454545454545453,0.16666666666666666,132,15
overall,MIXED,16.6,TOP,6,ゴースト,22,8,14,0.36363636363636365,0.14473684210526316,152,15
overall,MIXED,16.15,TOP,21,バリア,22,8,14,0.36363636363636365,0.026634382566585957,826,15
overall,MIXED,15.8,MIDDLE,14,イグナイト,21,15,6,0.7142857142857143,0.16153846153846155,130,15
overall,MIXED,16.10,TOP,6,ゴースト,21,13,8,0.6190476190476191,0.0945945945945946,222,15
overall,MIXED,16.6,ALL,1,クレンズ,21,12,9,0.5714285714285714,0.02763157894736842,760,15
overall,MIXED,16.6,BOTTOM,1,クレンズ,21,12,9,0.5714285714285714,0.13815789473684212,152,15
overall,MIXED,16.7,ALL,6,ゴースト,21,12,9,0.5714285714285714,0.02727272727272727,770,15
overall,MIXED,16.10,ALL,3,イグゾースト,21,11,10,0.5238095238095238,0.01891891891891892,1110,15
overall,MIXED,16.8,TOP,6,ゴースト,21,10,11,0.47619047619047616,0.15,140,15
overall,MIXED,16.15,UTILITY,12,テレポート,21,10,11,0.47619047619047616,0.025423728813559324,826,15
overall,MIXED,16.12,ALL,3,イグゾースト,21,9,12,0.42857142857142855,0.02359550561797753,890,15
overall,MIXED,15.15,ALL,7,ヒール,21,9,12,0.42857142857142855,0.05121951219512195,410,15
overall,MIXED,15.15,UTILITY,7,ヒール,21,9,12,0.42857142857142855,0.25609756097560976,82,15
overall,MIXED,16.14,TOP,3,イグゾースト,21,8,13,0.38095238095238093,0.03017241379310345,696,15
overall,MIXED,16.3,ALL,3,イグゾースト,21,8,13,0.38095238095238093,0.023863636363636365,880,15
overall,MIXED,15.16,ALL,6,ゴースト,21,8,13,0.38095238095238093,0.03888888888888889,540,15
overall,MIXED,16.16,MIDDLE,6,ゴースト,21,8,13,0.38095238095238093,0.03153153153153153,666,15
overall,MIXED,15.24,UTILITY,3,イグゾースト,21,6,15,0.2857142857142857,0.06140350877192982,342,15
overall,MIXED,15.11,MIDDLE,14,イグナイト,20,14,6,0.7,0.18867924528301888,106,15
overall,MIXED,16.11,ALL,1,クレンズ,20,13,7,0.65,0.01694915254237288,1180,15
overall,MIXED,16.16,BOTTOM,6,ゴースト,20,13,7,0.65,0.03003003003003003,666,15
overall,MIXED,16.2,ALL,3,イグゾースト,20,12,8,0.6,0.028169014084507043,710,15
overall,MIXED,16.18,ALL,1,クレンズ,20,12,8,0.6,0.011904761904761904,1680,15
overall,MIXED,16.17,UTILITY,12,テレポート,20,12,8,0.6,0.01984126984126984,1008,15
overall,MIXED,16.5,BOTTOM,1,クレンズ,20,10,10,0.5,0.12345679012345678,162,15
overall,MIXED,15.5,ALL,11,スマイト,20,10,10,0.5,0.2,100,15
overall,MIXED,15.5,JUNGLE,11,スマイト,20,10,10,0.5,1.0,20,15
overall,MIXED,15.5,BOTTOM,4,フラッシュ,20,10,10,0.5,1.0,20,15
overall,MIXED,15.5,UTILITY,4,フラッシュ,20,10,10,0.5,1.0,20,15
overall,MIXED,16.11,ALL,3,イグゾースト,20,7,13,0.35,0.01694915254237288,1180,15
overall,MIXED,16.3,ALL,1,クレンズ,19,13,6,0.6842105263157895,0.02159090909090909,880,15
overall,MIXED,14.20,ALL,6,ゴースト,19,13,6,0.6842105263157895,0.041304347826086954,460,15
overall,MIXED,16.11,BOTTOM,1,クレンズ,19,12,7,0.631578947368421,0.08050847457627118,236,15
overall,MIXED,16.14,BOTTOM,6,ゴースト,19,12,7,0.631578947368421,0.027298850574712645,696,15
overall,MIXED,16.12,ALL,1,クレンズ,19,11,8,0.5789473684210527,0.021348314606741574,890,15
overall,MIXED,15.14,ALL,6,ゴースト,19,11,8,0.5789473684210527,0.041304347826086954,460,15
overall,MIXED,16.9,TOP,6,ゴースト,19,11,8,0.5789473684210527,0.12025316455696203,158,15
overall,MIXED,15.7,ALL,7,ヒール,19,11,8,0.5789473684210527,0.041304347826086954,460,15
overall,MIXED,15.18,ALL,6,ゴースト,19,10,9,0.5263157894736842,0.02923076923076923,650,15
overall,MIXED,15.5,MIDDLE,4,フラッシュ,19,10,9,0.5263157894736842,0.95,20,15
overall,MIXED,15.20,MIDDLE,14,イグナイト,19,9,10,0.47368421052631576,0.1450381679389313,131,15
overall,MIXED,15.23,TOP,14,イグナイト,19,9,10,0.47368421052631576,0.16379310344827586,116,15
overall,MIXED,15.12,TOP,6,ゴースト,19,9,10,0.47368421052631576,0.18627450980392157,102,15
overall,MIXED,15.9,ALL,6,ゴースト,19,9,10,0.47368421052631576,0.044186046511627906,430,15
overall,MIXED,16.1,TOP,6,ゴースト,19,9,10,0.47368421052631576,0.12337662337662338,154,15
overall,MIXED,16.11,TOP,6,ゴースト,19,9,10,0.47368421052631576,0.08050847457627118,236,15
overall,MIXED,14.21,ALL,7,ヒール,19,9,10,0.47368421052631576,0.06785714285714285,280,15
overall,MIXED,15.2,ALL,6,ゴースト,19,8,11,0.42105263157894735,0.041304347826086954,460,15
overall,MIXED,16.9,ALL,1,クレンズ,19,7,12,0.3684210526315789,0.024050632911392405,790,15
overall,MIXED,14.19,TOP,6,ゴースト,19,7,12,0.3684210526315789,0.2261904761904762,84,15
overall,MIXED,16.3,BOTTOM,1,クレンズ,18,12,6,0.6666666666666666,0.10227272727272728,176,15
overall,MIXED,14.22,ALL,6,ゴースト,18,12,6,0.6666666666666666,0.06206896551724138,290,15
overall,MIXED,15.18,MIDDLE,14,イグナイト,18,11,7,0.6111111111111112,0.13846153846153847,130,15
overall,MIXED,16.12,BOTTOM,1,クレンズ,18,11,7,0.6111111111111112,0.1016949152542373,177,15
overall,MIXED,16.11,BOTTOM,12,テレポート,18,11,7,0.6111111111111112,0.07627118644067797,236,15
overall,MIXED,16.18,BOTTOM,1,クレンズ,18,10,8,0.5555555555555556,0.05357142857142857,336,15
overall,MIXED,16.16,UTILITY,12,テレポート,18,10,8,0.5555555555555556,0.02702702702702703,666,15
overall,MIXED,16.9,ALL,3,イグゾースト,18,9,9,0.5,0.02278481012658228,790,15
overall,MIXED,16.13,BOTTOM,6,ゴースト,18,9,9,0.5,0.02735562310030395,658,15
overall,MIXED,15.19,UTILITY,3,イグゾースト,18,8,10,0.4444444444444444,0.0782608695652174,230,15
overall,MIXED,16.7,ALL,1,クレンズ,18,8,10,0.4444444444444444,0.023376623376623377,770,15
overall,MIXED,15.7,TOP,6,ゴースト,18,8,10,0.4444444444444444,0.1956521739130435,92,15
overall,MIXED,15.5,JUNGLE,4,フラッシュ,18,8,10,0.4444444444444444,0.9,20,15
overall,MIXED,16.9,BOTTOM,1,クレンズ,18,7,11,0.3888888888888889,0.11392405063291139,158,15
overall,MIXED,15.3,ALL,7,ヒール,18,7,11,0.3888888888888889,0.04390243902439024,410,15
overall,MIXED,16.17,BOTTOM,6,ゴースト,18,5,13,0.2777777777777778,0.017857142857142856,1008,15
overall,MIXED,15.16,MIDDLE,14,イグナイト,17,13,4,0.7647058823529411,0.1574074074074074,108,15
overall,MIXED,14.20,TOP,6,ゴースト,17,11,6,0.6470588235294118,0.18478260869565216,92,15
overall,MIXED,16.17,BOTTOM,14,イグナイト,17,10,7,0.5882352941176471,0.016865079365079364,1008,15
overall,MIXED,15.7,UTILITY,7,ヒール,17,10,7,0.5882352941176471,0.18478260869565216,92,15
overall,MIXED,16.14,UTILITY,12,テレポート,17,9,8,0.5294117647058824,0.02442528735632184,696,15
overall,MIXED,16.7,BOTTOM,1,クレンズ,17,8,9,0.47058823529411764,0.11038961038961038,154,15
overall,MIXED,15.5,MIDDLE,12,テレポート,17,7,10,0.4117647058823529,0.85,20,15
overall,MIXED,15.7,MIDDLE,14,イグナイト,17,6,11,0.35294117647058826,0.18478260869565216,92,15
overall,MIXED,15.1,UTILITY,14,イグナイト,17,5,12,0.29411764705882354,0.4473684210526316,38,15
overall,MIXED,15.8,TOP,6,ゴースト,17,5,12,0.29411764705882354,0.13076923076923078,130,15
overall,MIXED,16.17,JUNGLE,14,イグナイト,16,10,6,0.625,0.015873015873015872,1008,15
overall,MIXED,16.2,ALL,1,クレンズ,16,10,6,0.625,0.022535211267605635,710,15
overall,MIXED,16.2,BOTTOM,1,クレンズ,16,10,6,0.625,0.11267605633802817,142,15
overall,MIXED,15.15,ALL,6,ゴースト,16,10,6,0.625,0.03902439024390244,410,15
overall,MIXED,15.13,ALL,3,イグゾースト,16,9,7,0.5625,0.016666666666666666,960,15
overall,MIXED,15.22,ALL,1,クレンズ,16,9,7,0.5625,0.024242424242424242,660,15
overall,MIXED,15.21,TOP,6,ゴースト,16,9,7,0.5625,0.13559322033898305,118,15
overall,MIXED,15.14,ALL,7,ヒール,16,9,7,0.5625,0.034782608695652174,460,15
overall,MIXED,15.14,UTILITY,7,ヒール,16,9,7,0.5625,0.17391304347826086,92,15
overall,MIXED,16.10,UTILITY,3,イグゾースト,16,8,8,0.5,0.07207207207207207,222,15
overall,MIXED,15.13,TOP,14,イグナイト,16,8,8,0.5,0.08333333333333333,192,15
overall,MIXED,15.22,TOP,14,イグナイト,16,8,8,0.5,0.12121212121212122,132,15
overall,MIXED,15.8,TOP,14,イグナイト,16,8,8,0.5,0.12307692307692308,130,15
overall,MIXED,15.6,ALL,11,スマイト,16,8,8,0.5,0.2,80,15
overall,MIXED,15.6,JUNGLE,11,スマイト,16,8,8,0.5,1.0,16,15
overall,MIXED,15.6,BOTTOM,4,フラッシュ,16,8,8,0.5,1.0,16,15
overall,MIXED,15.6,JUNGLE,4,フラッシュ,16,8,8,0.5,1.0,16,15
overall,MIXED,15.6,MIDDLE,4,フラッシュ,16,8,8,0.5,1.0,16,15
overall,MIXED,15.6,UTILITY,4,フラッシュ,16,8,8,0.5,1.0,16,15
overall,MIXED,15.23,ALL,6,ゴースト,16,7,9,0.4375,0.027586206896551724,580,15
overall,MIXED,15.5,ALL,21,バリア,16,7,9,0.4375,0.16,100,15
overall,MIXED,15.3,UTILITY,7,ヒール,16,7,9,0.4375,0.1951219512195122,82,15
overall,MIXED,16.18,TOP,3,イグゾースト,16,5,11,0.3125,0.047619047619047616,336,15
overall,MIXED,14.21,ALL,6,ゴースト,15,11,4,0.7333333333333333,0.05357142857142857,280,15
overall,MIXED,16.5,UTILITY,3,イグゾースト,15,10,5,0.6666666666666666,0.09259259259259259,162,15
overall,MIXED,15.20,ALL,6,ゴースト,15,10,5,0.6666666666666666,0.022727272727272728,660,15
overall,MIXED,16.1,ALL,1,クレンズ,15,9,6,0.6,0.01948051948051948,770,15
overall,MIXED,16.1,BOTTOM,1,クレンズ,15,9,6,0.6,0.09740259740259741,154,15
overall,MIXED,16.7,TOP,6,ゴースト,15,9,6,0.6,0.09740259740259741,154,15
overall,MIXED,15.23,ALL,3,イグゾースト,15,8,7,0.5333333333333333,0.02586206896551724,580,15
overall,MIXED,15.15,MIDDLE,14,イグナイト,15,8,7,0.5333333333333333,0.18292682926829268,82,15
overall,MIXED,15.21,TOP,14,イグナイト,15,8,7,0.5333333333333333,0.1271186440677966,118,15
overall,MIXED,15.22,BOTTOM,1,クレンズ,15,8,7,0.5333333333333333,0.11363636363636363,132,15
overall,MIXED,15.3,TOP,6,ゴースト,15,8,7,0.5333333333333333,0.18292682926829268,82,15
overall,MIXED,15.6,ALL,21,バリア,15,8,7,0.5333333333333333,0.1875,80,15
overall,MIXED,15.6,BOTTOM,21,バリア,15,8,7,0.5333333333333333,0.9375,16,15
overall,MIXED,14.21,UTILITY,7,ヒール,15,8,7,0.5333333333333333,0.26785714285714285,56,15
overall,MIXED,15.5,BOTTOM,21,バリア,15,7,8,0.4666666666666667,0.75,20,15
overall,MIXED,16.15,BOTTOM,7,ヒール,15,7,8,0.4666666666666667,0.018159806295399514,826,15
overall,MIXED,15.5,TOP,4,フラッシュ,15,7,8,0.4666666666666667,0.75,20,15
overall,MIXED,15.6,TOP,4,フラッシュ,15,7,8,0.4666666666666667,0.9375,16,15
overall,MIXED,15.13,ALL,1,クレンズ,15,6,9,0.4,0.015625,960,15
overall,MIXED,15.4,ALL,6,ゴースト,15,6,9,0.4,0.05555555555555555,270,15
overall,MIXED,14.22,ALL,7,ヒール,15,6,9,0.4,0.05172413793103448,290,15
overall,MIXED,16.13,TOP,3,イグゾースト,15,4,11,0.26666666666666666,0.022796352583586626,658,15
overall,MIXED,15.21,MIDDLE,14,イグナイト,15,4,11,0.26666666666666666,0.1271186440677966,118,15
